ownership_type,nexus_rating,energy_footprint,core_reactor_size,harvesting_space,vertical_alignment,power_chambers,energy_flow_design,upper_collector_height,shared_conversion_units,isolated_conversion_units,internal_collectors,external_collectors,ambient_harvesters,shielded_harvesters,efficiency_grade,grid_connections
1.0,9550000.0,56.0,5.5,43.0,1.0,3.0,,,0.0,1.0,1.0,0.0,,,1.0,1.0
0.0,8600000.0,39.6,8.0,19.4,16.0,1.0,,2.64,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1.0,9650000.0,42.0,6.0,,3.0,2.0,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
0.0,9650000.0,51.0,12.0,22.0,3.0,1.0,,,,,,,,,,0.0
1.0,9770898.0,58.8,18.0,26.5,9.0,2.0,,,2.0,0.0,1.0,0.0,1.0,0.0,,2.0
1.0,9750000.0,43.0,11.0,19.0,11.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0
3.0,9947420.0,57.4,20.2,22.3,25.0,2.0,,2.65,0.0,2.0,0.0,1.0,,,,1.0
,9961940.0,39.8,11.7,17.8,3.0,1.0,,,,,,,,,,0.0
3.0,10159800.0,59.0,20.0,23.2,7.0,2.0,,2.65,0.0,2.0,0.0,1.0,1.0,0.0,,1.0
1.0,10200000.0,41.0,10.0,19.0,16.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
3.0,10377980.0,52.6,19.6,19.8,2.0,2.0,,2.65,0.0,2.0,0.0,1.0,,,,1.0
3.0,10516800.0,62.6,21.9,24.2,5.0,2.0,,2.65,0.0,2.0,0.0,1.0,1.0,0.0,,1.0
3.0,10538920.0,56.6,11.6,31.2,3.0,2.0,,2.65,0.0,2.0,0.0,1.0,,,,1.0
3.0,10534850.0,54.5,21.4,20.6,19.0,2.0,,2.65,0.0,2.0,0.0,1.0,,,,1.0
1.0,10500000.0,73.0,9.0,47.0,3.0,3.0,,,0.0,1.0,0.0,1.0,,,1.0,2.0
1.0,10599999.0,47.0,15.0,20.0,11.0,1.0,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0
3.0,10689030.0,64.9,18.5,29.9,1.0,2.0,,2.65,2.0,0.0,0.0,1.0,,,,1.0
,10798270.0,61.18,10.5,32.4,4.0,2.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,1.0
0.0,11000000.0,54.0,8.5,30.0,8.0,2.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3.0,11112800.0,47.9,,,3.0,1.0,,3.0,1.0,0.0,0.0,1.0,,,,1.0
1.0,11200000.0,76.2,10.5,45.5,16.0,3.0,,,,,,,0.0,1.0,2.0,2.0
0.0,11200000.0,37.7,8.8,17.0,10.0,1.0,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
3.0,11528550.0,68.5,12.4,39.4,25.0,3.0,,2.65,0.0,2.0,1.0,1.0,,,,1.0
2.0,11500000.0,70.0,9.6,45.0,11.0,3.0,,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
0.0,11600000.0,65.0,8.0,49.0,2.0,3.0,1.0,2.7,0.0,1.0,1.0,1.0,,,1.0,1.0
,11682970.0,69.13,10.9,33.5,5.0,2.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,1.0
,11791900.0,63.74,12.2,35.2,2.0,2.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,1.0
,11690000.0,54.0,9.0,32.0,1.0,2.0,0.0,,1.0,0.0,0.0,1.0,,,1.0,1.0
0.0,11900000.0,50.0,10.0,30.0,6.0,2.0,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0
3.0,12112840.0,75.8,9.0,50.2,1.0,3.0,,2.65,2.0,0.0,1.0,1.0,,,,1.0
3.0,12090144.0,47.08,14.2,18.8,4.0,1.0,,3.0,1.0,0.0,0.0,1.0,,,,1.0
1.0,12100000.0,94.0,10.0,63.0,3.0,4.0,,2.64,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0
,12000000.0,52.0,8.4,30.1,8.0,2.0,,,,,,,,,,0.0
1.0,12200000.0,67.4,8.2,38.7,2.0,2.0,,,0.0,1.0,1.0,0.0,,,1.0,1.0
3.0,12182040.0,68.4,15.9,35.0,4.0,3.0,,2.65,0.0,2.0,1.0,1.0,1.0,0.0,,1.0
2.0,12300000.0,42.8,11.8,17.0,9.0,1.0,,,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0
3.0,12570304.0,59.54,10.5,30.4,10.0,2.0,,2.9,,,,,0.0,1.0,,1.0
,4752000.0,16.0,,,3.0,1.0,,4.0,1.0,0.0,1.0,0.0,,,3.0,1.0
,37842000.0,111.3,,43.9,2.0,3.0,,,2.0,0.0,,,0.0,2.0,,1.0
3.0,59377500.0,113.1,,,60.0,3.0,,,,,0.0,1.0,1.0,0.0,,1.0
,113300000.0,135.6,,,8.0,3.0,,,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
,48700000.0,97.9,10.9,60.5,8.0,3.0,2.0,3.3,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0
,64300000.0,130.0,,,16.0,4.0,,3.2,2.0,1.0,1.0,0.0,,,0.0,2.0
,79000000.0,153.0,,,10.0,4.0,,3.3,3.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
,30036754.0,97.3,16.3,53.5,2.0,3.0,1.0,,2.0,0.0,1.0,1.0,0.0,1.0,,1.0
3.0,89126750.0,209.71,,,38.0,4.0,,,1.0,0.0,0.0,1.0,,,,1.0
,108000000.0,145.0,,,2.0,4.0,1.0,3.2,,,1.0,1.0,,,3.0,2.0
,163681000.0,244.3,,150.0,7.0,5.0,,3.6,4.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0
3.0,23920960.0,50.68,,,46.0,1.0,,,1.0,0.0,0.0,1.0,,,,1.0
,83312691.0,224.3,20.0,195.0,42.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,,,2.0,1.0
,89763265.0,110.0,,,67.0,2.0,,,,,1.0,1.0,,,3.0,1.0
,175000000.0,192.2,21.0,150.0,5.0,4.0,,,3.0,0.0,1.0,0.0,,,3.0,1.0
3.0,21392800.0,62.92,12.0,29.4,2.0,2.0,,3.3,1.0,1.0,1.0,0.0,0.0,1.0,,1.0
,44500000.0,103.1,29.2,46.8,10.0,4.0,1.0,,2.0,0.0,,,1.0,0.0,0.0,1.0
3.0,49109600.0,78.2,,,74.0,2.0,,,,,0.0,1.0,1.0,0.0,,1.0
,113600000.0,164.0,,,21.0,5.0,,,3.0,0.0,,,0.0,1.0,0.0,2.0
3.0,455700000.0,551.13,,,1.0,5.0,,4.17,,,,,,,,1.0
,79000000.0,201.0,16.0,140.0,4.0,5.0,,,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
3.0,282400000.0,315.41,,,1.0,5.0,,4.17,,,,,,,,1.0
,15907000.0,58.09,17.7,36.8,28.0,3.0,1.0,,1.0,0.0,1.0,0.0,,,0.0,1.0
,17170000.0,66.22,14.0,40.0,26.0,2.0,1.0,,0.0,1.0,1.0,1.0,,,1.0,1.0
3.0,37808800.0,113.0,14.5,61.3,14.0,4.0,,3.3,2.0,1.0,1.0,0.0,0.0,2.0,,1.0
,68876000.0,102.8,12.5,60.0,6.0,2.0,1.0,,2.0,0.0,,,1.0,0.0,0.0,1.0
,79900000.0,153.0,,,5.0,4.0,1.0,,3.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0
,156000000.0,215.0,22.0,107.0,9.0,5.0,,3.6,4.0,0.0,1.0,1.0,,,0.0,2.0
,29704500.0,80.5,,32.0,11.0,2.0,,,0.0,1.0,,,0.0,2.0,,1.0
3.0,68425500.0,159.5,38.5,49.1,3.0,3.0,,3.35,2.0,1.0,,,,,,1.0
,77051500.0,211.1,,131.0,8.0,6.0,,,2.0,2.0,,,0.0,4.0,,1.0
,163690494.0,172.0,,,5.0,3.0,,3.35,3.0,0.0,1.0,1.0,,,0.0,2.0
,185717100.0,214.0,20.0,150.0,3.0,4.0,,,3.0,0.0,0.0,1.0,,,3.0,2.0
,13890000.0,38.0,10.0,18.0,10.0,1.0,,3.0,1.0,0.0,0.0,1.0,,,0.0,1.0
,31700000.0,68.0,12.0,50.0,2.0,2.0,1.0,3.2,1.0,1.0,,,,,2.0,1.0
,38000000.0,65.0,7.0,50.0,5.0,2.0,,,,,1.0,0.0,,,,2.0
,38500000.0,76.25,25.0,45.0,7.0,2.0,1.0,3.2,1.0,1.0,1.0,1.0,,,0.0,1.0
,48300000.0,107.0,20.0,70.0,2.0,3.0,,,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
,53900000.0,140.0,14.0,90.0,4.0,5.0,1.0,3.3,2.0,0.0,1.0,1.0,,,1.0,2.0
,58500000.0,130.0,18.0,100.0,16.0,4.0,,,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0
,79000000.0,95.0,,,8.0,3.0,,3.4,2.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0
,118000000.0,164.6,25.5,83.7,4.0,4.0,1.0,,3.0,0.0,,,0.0,1.0,0.0,1.0
,157859535.0,131.0,20.0,90.0,3.0,3.0,,,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0
3.0,168749600.0,228.04,,,4.0,4.0,,,,,,,,,,1.0
3.0,207600000.0,235.72,,,1.0,3.0,,4.2,,,,,,,,1.0
,482864460.0,426.0,20.0,276.0,4.0,6.0,,,0.0,4.0,,,1.0,1.0,,1.0
3.0,61902420.0,106.7,31.1,35.5,2.0,3.0,,3.2,2.0,0.0,1.0,0.0,,,,1.0
,65500000.0,100.8,16.0,70.0,4.0,3.0,,,,,0.0,1.0,,,0.0,1.0
,70000000.0,130.0,,,5.0,3.0,,3.0,2.0,0.0,1.0,1.0,,,3.0,2.0
,89000000.0,143.0,,,5.0,4.0,,,2.0,0.0,1.0,1.0,,,3.0,1.0
,109900000.0,130.0,18.5,75.0,5.0,3.0,1.0,3.5,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0
,179000000.0,285.0,,,4.0,6.0,,3.5,3.0,0.0,1.0,1.0,,,3.0,2.0
,247622800.0,229.0,,,8.0,6.0,,3.3,3.0,0.0,1.0,1.0,,,3.0,2.0
,11000000.0,50.7,5.3,32.2,2.0,2.0,1.0,,0.0,1.0,,,,,1.0,1.0
,28900000.0,62.7,,,17.0,2.0,,,1.0,0.0,1.0,1.0,,,2.0,2.0
,43000000.0,91.7,21.0,44.9,13.0,2.0,,3.2,2.0,0.0,,,,,3.0,1.0
,85000000.0,130.0,,,2.0,3.0,,,,,1.0,1.0,,,3.0,1.0
,92635689.0,117.6,,,4.0,4.0,2.0,,3.0,0.0,,,,,,1.0
,140123551.0,252.0,,,8.0,5.0,,3.3,3.0,0.0,1.0,1.0,,,0.0,2.0
,154764250.0,110.0,,,9.0,3.0,,3.1,,,,,,,3.0,1.0
,321909640.0,283.7,,200.0,5.0,4.0,,3.3,4.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0
,495245600.0,477.0,,,9.0,4.0,,3.65,4.0,0.0,1.0,1.0,,,0.0,2.0
,18900000.0,45.78,12.1,16.4,4.0,1.0,,,1.0,0.0,,,1.0,0.0,0.0,1.0
,39500000.0,110.0,14.0,70.0,6.0,4.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
,41500000.0,103.1,,61.9,9.0,3.0,,3.0,2.0,0.0,1.0,0.0,,,3.0,1.0
,45000000.0,84.0,17.0,58.0,3.0,3.0,,3.1,1.0,0.0,1.0,0.0,,,3.0,1.0
,51000000.0,80.0,,,2.0,3.0,,3.15,1.0,0.0,1.0,1.0,,,3.0,2.0
,75000000.0,64.0,9.0,32.0,2.0,2.0,,3.2,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0
,79900000.0,223.4,17.0,149.0,12.0,5.0,,,2.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0
,88000000.0,148.0,30.0,83.3,9.0,3.0,1.0,,3.0,0.0,,,1.0,0.0,0.0,1.0
,89760000.0,135.9,10.0,80.0,81.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,,,3.0,2.0
,115900000.0,128.6,,,9.0,3.0,2.0,,2.0,0.0,,,,,,1.0
,120000000.0,168.6,13.0,108.5,4.0,3.0,1.0,,3.0,0.0,,,1.0,0.0,0.0,1.0
,145478395.0,159.0,,,6.0,4.0,,3.5,2.0,0.0,1.0,1.0,,,3.0,2.0
,170000000.0,190.0,20.0,110.0,5.0,4.0,,,4.0,0.0,1.0,0.0,,,3.0,2.0
,476673890.0,372.6,,240.0,1.0,6.0,,3.6,4.0,0.0,1.0,1.0,,,3.0,1.0
,721201405.0,527.0,25.0,300.0,7.0,6.0,1.0,,4.0,1.0,1.0,1.0,,,3.0,1.0
,8000000.0,32.6,5.0,18.2,4.0,1.0,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0
,15597000.0,58.0,13.0,40.0,2.0,2.0,,,,,1.0,0.0,,,0.0,2.0
,23000000.0,63.0,,,3.0,2.0,,3.3,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0
,24900000.0,62.0,,,16.0,2.0,,,1.0,0.0,1.0,1.0,,,0.0,2.0
,26250000.0,103.0,13.4,56.9,5.0,3.0,,3.2,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0
,28861000.0,72.0,,,24.0,2.0,,,1.0,1.0,,,,,0.0,2.0
,29900000.0,53.4,26.4,14.0,10.0,2.0,1.0,,1.0,0.0,,,,,0.0,1.0
,29800000.0,62.0,12.8,37.6,5.0,2.0,,3.3,,,1.0,0.0,2.0,0.0,1.0,1.0
3.0,36610000.0,63.0,23.0,19.0,7.0,1.0,,3.35,1.0,0.0,,,,,,1.0
,38000000.0,90.0,,,12.0,3.0,,3.2,,,1.0,1.0,,,0.0,2.0
,40000000.0,91.0,,,5.0,3.0,,3.2,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0
3.0,41944000.0,74.9,10.0,43.0,3.0,2.0,,,2.0,0.0,,,,,,1.0
,46000000.0,93.0,20.0,70.0,2.0,3.0,,,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
3.0,47614925.0,74.91,24.3,23.7,3.0,2.0,,3.2,1.0,0.0,1.0,0.0,2.0,0.0,,1.0
,48900000.0,100.0,,,3.0,3.0,,3.0,1.0,0.0,1.0,1.0,,,3.0,2.0
,50000000.0,119.0,20.0,80.0,2.0,3.0,,,,,0.0,1.0,,,3.0,2.0
,54120000.0,132.0,12.0,100.0,6.0,4.0,,,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0
,60000000.0,260.0,20.0,210.0,22.0,6.0,,,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0
,69900000.0,142.2,,,3.0,3.0,,4.6,,,,,,,0.0,1.0
,75000000.0,123.0,,,10.0,3.0,,4.0,0.0,2.0,,,,,3.0,1.0
,95000000.0,143.0,15.0,110.0,2.0,3.0,,,2.0,0.0,0.0,1.0,,,3.0,2.0
,96572892.0,188.0,,,4.0,4.0,,4.5,2.0,0.0,1.0,1.0,,,3.0,2.0
,105000000.0,175.0,,,4.0,4.0,,,0.0,4.0,0.0,1.0,,,0.0,1.0
,110000000.0,310.0,30.0,270.0,19.0,6.0,,,,,1.0,0.0,,,1.0,2.0
,154764250.0,242.0,20.0,183.0,3.0,5.0,,,2.0,0.0,1.0,1.0,,,3.0,2.0
,171209808.0,177.0,,,6.0,4.0,,3.8,2.0,0.0,1.0,1.0,,,0.0,2.0
,199000000.0,235.0,20.0,124.0,5.0,5.0,,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0
,200000000.0,219.0,40.0,120.0,8.0,4.0,,,,,0.0,1.0,,,0.0,2.0
,225000000.0,600.0,50.0,450.0,6.0,6.0,,,4.0,4.0,0.0,1.0,4.0,0.0,0.0,2.0
,241432230.0,270.0,20.0,200.0,3.0,5.0,,,4.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0
,282289992.0,272.0,,,4.0,5.0,,3.6,3.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
,330000000.0,456.0,40.0,364.0,9.0,5.0,,,,,1.0,1.0,,,0.0,2.0
,489055030.0,307.0,,,7.0,6.0,,3.3,4.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0
,9400000.0,33.2,7.7,18.0,4.0,1.0,,,1.0,0.0,1.0,0.0,,,2.0,2.0
,9750000.0,39.0,9.0,19.0,10.0,1.0,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
,10000000.0,38.0,10.0,20.0,6.0,1.0,,,1.0,0.0,,,0.0,1.0,2.0,1.0
,11450000.0,47.0,12.0,30.0,2.0,2.0,,,0.0,1.0,1.0,0.0,,,0.0,2.0
,12600000.0,44.2,16.0,14.0,5.0,1.0,,,1.0,0.0,0.0,1.0,,,,1.0
,13990000.0,45.0,10.0,,2.0,2.0,,3.8,1.0,0.0,0.0,1.0,,,3.0,1.0
,14500000.0,37.91,7.0,15.0,11.0,1.0,,,1.0,0.0,1.0,1.0,,,0.0,1.0
,15000000.0,68.4,6.1,46.8,2.0,3.0,1.0,,1.0,0.0,,,,,0.0,1.0
,15000000.0,40.0,7.0,28.0,3.0,2.0,,2.64,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0
,15300000.0,56.0,6.0,40.0,4.0,3.0,,,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0
,17000000.0,38.0,10.0,20.0,3.0,1.0,,3.2,1.0,0.0,1.0,0.0,,,2.0,1.0
,17300000.0,46.0,10.0,32.0,7.0,2.0,,,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0
,17500000.0,56.0,8.6,34.0,6.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0
,19000000.0,65.0,7.0,40.0,3.0,3.0,1.0,3.2,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0
,21384395.0,50.0,16.4,18.6,8.0,1.0,,3.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
,21500000.0,79.4,10.3,44.0,1.0,3.0,,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
,22500000.0,72.0,12.0,45.0,3.0,2.0,,,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0
,22500000.0,84.1,9.0,56.2,2.0,3.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
,22990000.0,72.0,7.1,49.6,15.0,3.0,,2.7,1.0,0.0,1.0,1.0,,,1.0,2.0
,23000000.0,64.0,,,4.0,2.0,,,,,,,1.0,0.0,3.0,1.0
,23900000.0,46.1,,,78.0,1.0,,3.5,0.0,2.0,,,,,,1.0
,24900000.0,70.0,12.0,44.5,3.0,2.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0
,25500000.0,50.3,,,76.0,1.0,,,,,1.0,1.0,,,0.0,1.0
,25593200.0,58.7,10.0,43.0,5.0,2.0,,3.25,1.0,0.0,1.0,0.0,,,3.0,1.0
,26000000.0,63.4,3.0,44.0,4.0,3.0,,,,,,,,,,0.0
,28000000.0,97.3,16.6,51.0,4.0,3.0,,2.67,1.0,1.0,1.0,1.0,0.0,1.0,,2.0
3.0,28246050.0,51.48,21.0,12.3,2.0,2.0,,3.2,1.0,0.0,1.0,0.0,,,,1.0
,29000000.0,60.3,12.0,40.0,3.0,2.0,,2.6,1.0,0.0,1.0,0.0,,,3.0,2.0
3.0,29497537.0,49.84,10.9,24.0,2.0,1.0,,3.2,1.0,0.0,1.0,0.0,,,,1.0
,29785000.0,60.0,10.0,37.0,10.0,2.0,,3.2,0.0,2.0,1.0,1.0,,,0.0,1.0
,29900000.0,105.0,17.0,78.1,2.0,3.0,2.0,,0.0,1.0,1.0,0.0,,,2.0,1.0
,29800000.0,68.3,10.0,31.0,5.0,2.0,,,1.0,0.0,1.0,0.0,,,3.0,1.0
,29800000.0,81.0,9.0,51.0,2.0,3.0,,3.25,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0
,30500000.0,100.0,9.8,59.9,3.0,4.0,1.0,3.4,0.0,1.0,1.0,0.0,,,1.0,2.0
,31000000.0,75.0,13.0,40.0,7.0,2.0,,,,,1.0,0.0,,,,2.0
3.0,31240000.0,78.1,,55.0,5.0,1.0,,3.25,,,,,,,,1.0
,31850000.0,90.0,9.0,69.5,4.0,4.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
,32000000.0,85.0,11.0,51.0,2.0,3.0,1.0,2.9,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0
,32900000.0,87.7,7.5,54.2,7.0,3.0,,3.2,0.0,1.0,1.0,1.0,,,1.0,2.0
,33491281.0,86.4,,,9.0,1.0,,,,,,,,,1.0,1.0
,33951658.0,86.4,,,14.0,1.0,,,,,,,,,1.0,1.0
,52496033.0,106.0,8.0,95.0,41.0,2.0,,,1.0,1.0,1.0,0.0,,,3.0,2.0
3.0,53053600.0,66.4,7.9,37.3,2.0,1.0,,3.6,3.0,0.0,1.0,1.0,,,,1.0
,53000000.0,90.1,,,14.0,3.0,1.0,,,,1.0,1.0,,,0.0,1.0
,53800000.0,125.0,11.0,75.0,5.0,4.0,,3.0,2.0,0.0,,,,,3.0,1.0
,53900000.0,140.0,,90.0,4.0,5.0,,3.0,2.0,0.0,1.0,1.0,,,1.0,2.0
,53900000.0,154.0,,,9.0,3.0,,,,,,,,,,0.0
,55000000.0,114.0,17.0,58.0,7.0,3.0,1.0,,0.0,1.0,0.0,1.0,,,,2.0
,54999999.0,108.0,20.0,80.0,52.0,2.0,0.0,,1.0,1.0,1.0,1.0,,,3.0,1.0
,55000000.0,74.3,11.3,46.5,5.0,3.0,,,,,,,,,,0.0
,55715130.0,139.4,17.4,68.6,11.0,3.0,1.0,,2.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0
,56000000.0,115.6,,,7.0,4.0,,3.0,0.0,1.0,1.0,1.0,2.0,0.0,,1.0
,56000000.0,73.0,,,8.0,2.0,,3.0,0.0,2.0,,,,,3.0,1.0
,57589700.0,112.7,6.3,78.0,53.0,3.0,,3.5,0.0,2.0,0.0,1.0,,,0.0,1.0
,58000000.0,105.0,,82.0,2.0,4.0,,,2.0,0.0,1.0,0.0,,,2.0,1.0
3.0,58839840.0,140.9,53.4,29.2,2.0,1.0,,3.35,2.0,1.0,,,,,,1.0
,59160000.0,136.0,20.0,79.0,5.0,5.0,,,3.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0
,59000000.0,70.0,8.0,22.17,2.0,6.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0
,64990000.0,128.0,19.3,77.5,14.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0
,64990000.0,96.0,31.0,65.0,7.0,3.0,,3.3,1.0,1.0,,,,,0.0,2.0
,67649400.0,177.0,,,3.0,4.0,,3.6,,,1.0,1.0,,,2.0,1.0
,67265000.0,135.7,17.3,,8.0,4.0,1.0,,3.0,0.0,,,0.0,2.0,0.0,1.0
,69672000.0,90.0,,40.18,16.0,2.0,1.0,,2.0,0.0,,,,,3.0,2.0
,69950000.0,137.0,,,6.0,3.0,,,,,1.0,1.0,,,0.0,1.0
,69900000.0,152.0,45.0,44.0,3.0,5.0,1.0,,2.0,0.0,,,,,2.0,1.0
,69990000.0,196.6,45.0,122.0,11.0,5.0,,3.2,0.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0
,71191555.0,184.0,,150.0,27.0,3.0,,,,,,,,,2.0,2.0
,72000000.0,142.5,,,8.0,4.0,1.0,,2.0,0.0,,,,,0.0,1.0
,73952549.0,217.0,10.0,175.0,19.0,4.0,,,0.0,1.0,,,,,1.0,2.0
,75000000.0,94.2,15.0,60.0,8.0,3.0,,,,,,,,,,0.0
,75267360.0,117.9,,,3.0,3.0,,5.55,,,,,,,,1.0
,75000000.0,106.2,,70.0,5.0,3.0,,3.3,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0
,75000000.0,180.0,20.0,106.0,5.0,4.0,,3.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
3.0,77004400.0,94.6,10.0,52.9,2.0,1.0,,3.6,3.0,0.0,1.0,1.0,,,,1.0
,79000000.0,153.0,17.6,85.3,10.0,4.0,,3.2,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
,79314820.0,220.9,,,53.0,1.0,,,,,0.0,1.0,,,0.0,1.0
,78999999.0,205.0,16.4,133.0,4.0,5.0,1.0,,2.0,0.0,,,0.0,1.0,0.0,1.0
,79000000.0,94.0,,,8.0,3.0,,,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0
,80000000.0,227.5,19.0,146.0,2.0,4.0,,3.05,3.0,0.0,1.0,1.0,,,3.0,1.0
,79412631.0,106.9,,,2.0,2.0,,3.3,0.0,2.0,,,,,,1.0
,80000000.0,140.0,12.0,93.0,9.0,5.0,,,,,1.0,0.0,,,,2.0
,80477410.0,200.0,,,45.0,3.0,,,,,1.0,1.0,,,0.0,2.0
,81570000.0,109.0,,70.0,10.0,3.0,,3.2,1.0,1.0,,,,,3.0,1.0
,82000000.0,154.0,,,10.0,4.0,,,0.0,3.0,1.0,1.0,0.0,1.0,,1.0
,83201260.0,224.0,10.0,170.0,42.0,3.0,,,0.0,3.0,1.0,0.0,,,1.0,1.0
,84191752.0,136.0,,87.0,16.0,3.0,,3.2,2.0,0.0,,,,,3.0,1.0
,83500000.0,110.0,17.0,,3.0,1.0,,3.34,3.0,0.0,1.0,1.0,,,0.0,1.0
,84000000.0,206.0,25.0,150.0,4.0,3.0,,,3.0,0.0,1.0,1.0,,,,2.0
,85000000.0,94.0,20.0,55.0,3.0,3.0,,3.0,0.0,2.0,1.0,1.0,,,3.0,1.0
,85000000.0,108.0,20.0,80.0,2.0,3.0,,3.75,2.0,0.0,1.0,0.0,,,3.0,1.0
,85000000.0,195.0,17.0,147.0,2.0,6.0,1.0,,,,1.0,1.0,,,3.0,1.0
,86000000.0,180.0,15.0,90.0,3.0,4.0,,3.0,3.0,0.0,1.0,0.0,,,3.0,2.0
,86940000.0,130.0,,,4.0,3.0,,,1.0,1.0,,,1.0,0.0,0.0,1.0
,89000000.0,120.0,,,2.0,4.0,,3.5,2.0,0.0,1.0,1.0,,,3.0,2.0
,89000000.0,165.0,,,3.0,4.0,,3.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0
,90000000.0,190.0,20.0,130.0,5.0,3.0,,,2.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0
,92858550.0,140.8,20.0,85.0,3.0,3.0,,3.2,2.0,0.0,1.0,0.0,,,3.0,1.0
,105000000.0,175.0,,,4.0,1.0,,3.3,0.0,1.0,,,,,,1.0
,95000000.0,117.0,25.0,90.0,7.0,3.0,,3.2,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0
,96572892.0,130.1,,,6.0,3.0,,3.1,0.0,2.0,0.0,1.0,,,,1.0
,98000000.0,122.3,12.8,63.0,6.0,3.0,,3.3,0.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0
,99000000.0,190.0,,,66.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,3.0,1.0
,99990000.0,132.2,30.0,74.0,2.0,3.0,1.0,3.3,,,1.0,0.0,,,0.0,1.0
,99990000.0,142.0,,,4.0,3.0,,3.2,,,1.0,0.0,,,0.0,1.0
,99990000.0,120.0,12.5,77.1,3.0,3.0,,3.2,2.0,0.0,,,0.0,1.0,0.0,2.0
